"","name","datetime","lat","long","status","category","wind","pressure"
"26","Amy","1975-7-3 6:00:00",38.2,-61.2,"tropical storm","0",55,986
"27","Amy","1975-7-3 12:00:00",39.3,-59.6,"tropical storm","0",55,986
"28","Amy","1975-7-3 18:00:00",40.5,-58,"tropical storm","0",50,986
"29","Amy","1975-7-4 0:00:00",42.5,-54.8,"tropical storm","0",50,986
"30","Amy","1975-7-4 6:00:00",44.5,-51.6,"tropical storm","0",50,986
"31","Caroline","1975-8-24 12:00:00",22.4,-69.8,"tropical depression","-1",25,1011
"32","Caroline","1975-8-24 18:00:00",21.9,-71.1,"tropical depression","-1",25,1011
"33","Caroline","1975-8-25 0:00:00",21.6,-72.5,"tropical depression","-1",25,1010
"34","Caroline","1975-8-25 6:00:00",21.2,-73.8,"tropical depression","-1",25,1010
"35","Caroline","1975-8-25 12:00:00",20.9,-75.1,"tropical depression","-1",25,1011
"36","Caroline","1975-8-25 18:00:00",20.6,-76.4,"tropical depression","-1",25,1011
"37","Caroline","1975-8-26 0:00:00",20.4,-77.7,"tropical depression","-1",25,1011
"38","Caroline","1975-8-26 6:00:00",20.3,-79,"tropical depression","-1",25,1011
"39","Caroline","1975-8-26 12:00:00",20.2,-80.3,"tropical depression","-1",25,1012
"40","Caroline","1975-8-26 18:00:00",20.2,-81.6,"tropical depression","-1",25,1012
"41","Caroline","1975-8-27 0:00:00",20.4,-82.8,"tropical depression","-1",25,1013
"42","Caroline","1975-8-27 6:00:00",20.8,-84,"tropical depression","-1",25,1013
"43","Caroline","1975-8-27 12:00:00",21.1,-85.1,"tropical depression","-1",25,1014
"44","Caroline","1975-8-27 18:00:00",21.5,-86.3,"tropical depression","-1",25,1014
"45","Caroline","1975-8-28 0:00:00",22,-87.5,"tropical depression","-1",25,1014
"46","Caroline","1975-8-28 6:00:00",22.4,-88.8,"tropical depression","-1",25,1014
"47","Caroline","1975-8-28 12:00:00",22.8,-90.1,"tropical depression","-1",25,1013
"48","Caroline","1975-8-28 18:00:00",22.9,-91,"tropical depression","-1",25,1010
"49","Caroline","1975-8-29 0:00:00",23,-91.9,"tropical depression","-1",30,1007
"50","Caroline","1975-8-29 6:00:00",23.1,-92.6,"tropical storm","0",35,1003
"51","Caroline","1975-8-29 12:00:00",23.2,-93.2,"tropical storm","0",40,999
"52","Caroline","1975-8-29 18:00:00",23.2,-93.6,"tropical storm","0",50,994
"53","Caroline","1975-8-30 0:00:00",23.3,-94.2,"hurricane","1",65,990
"54","Caroline","1975-8-30 6:00:00",23.5,-94.9,"hurricane","1",65,990
"55","Caroline","1975-8-30 12:00:00",23.7,-95.6,"hurricane","1",65,989
"56","Caroline","1975-8-30 18:00:00",23.8,-96.3,"hurricane","1",70,987
"57","Caroline","1975-8-31 0:00:00",24,-97,"hurricane","3",100,973
"58","Caroline","1975-8-31 6:00:00",24.1,-97.5,"hurricane","3",100,963
"59","Caroline","1975-8-31 12:00:00",24.3,-97.8,"hurricane","2",90,963
"60","Caroline","1975-8-31 18:00:00",24.8,-98,"tropical storm","0",55,993
"61","Caroline","1975-9-1 0:00:00",25.1,-98.3,"tropical depression","-1",30,1000
"62","Caroline","1975-9-1 6:00:00",25.2,-98.7,"tropical depression","-1",20,1002
"63","Caroline","1975-9-1 12:00:00",25.3,-99,"tropical depression","-1",20,1002
"64","Doris","1975-8-29 12:00:00",34.9,-48.9,"tropical storm","0",45,1005
"65","Doris","1975-8-29 18:00:00",35.2,-49.1,"tropical storm","0",50,1000
"66","Doris","1975-8-30 0:00:00",35.3,-48.9,"tropical storm","0",55,997
"67","Doris","1975-8-30 6:00:00",35.3,-48.5,"tropical storm","0",55,997
"68","Doris","1975-8-30 12:00:00",35.3,-48,"tropical storm","0",55,997
"69","Doris","1975-8-30 18:00:00",35,-47.1,"tropical storm","0",55,997
"70","Doris","1975-8-31 0:00:00",34.9,-46.3,"hurricane","1",65,990
"71","Doris","1975-8-31 6:00:00",34.8,-45.7,"hurricane","1",65,990
"72","Doris","1975-8-31 12:00:00",34.7,-45.2,"hurricane","1",70,990
"73","Doris","1975-8-31 18:00:00",34.6,-44.9,"hurricane","1",70,990
"74","Doris","1975-9-1 0:00:00",34.5,-44.6,"hurricane","1",75,984
"75","Doris","1975-9-1 6:00:00",34.6,-44.2,"hurricane","1",75,984
"76","Doris","1975-9-1 12:00:00",34.9,-44,"hurricane","1",75,984
"77","Doris","1975-9-1 18:00:00",35.4,-44,"hurricane","1",75,984
"78","Doris","1975-9-2 0:00:00",35.8,-44.4,"hurricane","2",90,970
"79","Doris","1975-9-2 6:00:00",36.4,-44.5,"hurricane","2",95,965
"80","Doris","1975-9-2 12:00:00",37,-44.3,"hurricane","2",95,965
"81","Doris","1975-9-2 18:00:00",37.7,-44.2,"hurricane","2",95,965
"82","Doris","1975-9-3 0:00:00",38.4,-43.8,"hurricane","2",95,965
"83","Doris","1975-9-3 6:00:00",39.7,-43.6,"hurricane","2",95,965
"84","Doris","1975-9-3 12:00:00",41.1,-43,"hurricane","2",95,965
"85","Doris","1975-9-3 18:00:00",42,-42.5,"hurricane","2",90,970
"86","Doris","1975-9-4 0:00:00",42.8,-42,"tropical storm","0",60,995
"87","Belle","1976-8-6 6:00:00",26,-72.8,"tropical depression","-1",25,1012
"88","Belle","1976-8-6 12:00:00",26.3,-73,"tropical depression","-1",25,1012
"89","Belle","1976-8-6 18:00:00",26,-73.4,"tropical depression","-1",30,1009
"90","Belle","1976-8-7 0:00:00",25.6,-73.2,"tropical storm","0",40,1005
"91","Belle","1976-8-7 6:00:00",26,-73.2,"tropical storm","0",45,1000
"92","Belle","1976-8-7 12:00:00",26.2,-73.7,"tropical storm","0",55,993
"93","Belle","1976-8-7 18:00:00",26.6,-74.2,"hurricane","1",70,985
"94","Belle","1976-8-8 0:00:00",26.9,-74.6,"hurricane","1",80,972
"95","Belle","1976-8-8 6:00:00",27.4,-75.1,"hurricane","2",90,962
"96","Belle","1976-8-8 12:00:00",28.1,-75.1,"hurricane","2",95,959
"97","Belle","1976-8-8 18:00:00",29.5,-75.3,"hurricane","3",100,958
"98","Belle","1976-8-9 0:00:00",30.9,-75.3,"hurricane","3",105,957
"99","Belle","1976-8-9 6:00:00",32.5,-75.2,"hurricane","3",105,959
"100","Belle","1976-8-9 12:00:00",34.4,-74.7,"hurricane","2",95,963
"101","Belle","1976-8-9 18:00:00",36.6,-74.2,"hurricane","2",90,970
"102","Belle","1976-8-10 0:00:00",38.8,-73.8,"hurricane","1",80,977
"103","Belle","1976-8-10 6:00:00",41,-73.2,"tropical storm","0",60,983
"104","Belle","1976-8-10 12:00:00",42.6,-72.4,"tropical storm","0",35,992
"105","Gloria","1976-9-26 12:00:00",23,-58,"tropical depression","-1",20,1009
"106","Gloria","1976-9-26 18:00:00",23.7,-58.1,"tropical depression","-1",20,1007
"107","Gloria","1976-9-27 0:00:00",24.3,-58.2,"tropical depression","-1",25,1005
"108","Gloria","1976-9-27 6:00:00",24.9,-58.1,"tropical depression","-1",30,1001
"109","Gloria","1976-9-27 12:00:00",25.7,-58,"tropical storm","0",35,997
"110","Gloria","1976-9-27 18:00:00",26.3,-58,"tropical storm","0",45,994
"111","Gloria","1976-9-28 0:00:00",27,-58,"tropical storm","0",55,993
"112","Gloria","1976-9-28 6:00:00",27.5,-58.2,"tropical storm","0",60,992
"113","Gloria","1976-9-28 12:00:00",27.8,-58.6,"tropical storm","0",60,992
"114","Gloria","1976-9-28 18:00:00",28.2,-59,"tropical storm","0",60,991
"115","Gloria","1976-9-29 0:00:00",28.6,-59.5,"tropical storm","0",60,988
"116","Gloria","1976-9-29 6:00:00",29.1,-59.8,"hurricane","1",65,984
"117","Gloria","1976-9-29 12:00:00",29.7,-60.2,"hurricane","1",65,979
"118","Gloria","1976-9-29 18:00:00",30.2,-60.3,"hurricane","1",70,973
"119","Gloria","1976-9-30 0:00:00",31.1,-60.2,"hurricane","1",80,970
"120","Gloria","1976-9-30 6:00:00",32.2,-59.8,"hurricane","2",85,971
"121","Gloria","1976-9-30 12:00:00",33.1,-58.8,"hurricane","2",90,977
"122","Gloria","1976-9-30 18:00:00",34,-57.5,"hurricane","2",90,981
"123","Gloria","1976-10-1 0:00:00",34.7,-56.1,"hurricane","2",90,985
"124","Gloria","1976-10-1 6:00:00",35.3,-54.8,"hurricane","2",85,988
"125","Gloria","1976-10-1 12:00:00",35.7,-53.7,"hurricane","1",80,990
"126","Gloria","1976-10-1 18:00:00",36.1,-52.6,"hurricane","1",75,992
"127","Gloria","1976-10-2 0:00:00",36.4,-51.7,"hurricane","1",70,993
"128","Gloria","1976-10-2 6:00:00",36.6,-50.8,"tropical storm","0",60,994
"129","Gloria","1976-10-2 12:00:00",36.8,-49.9,"tropical storm","0",60,995
"130","Gloria","1976-10-2 18:00:00",36.9,-49,"tropical storm","0",55,996
"131","Gloria","1976-10-3 0:00:00",36.8,-48.3,"tropical storm","0",50,997
"132","Gloria","1976-10-3 6:00:00",36.4,-47.6,"tropical storm","0",45,998
"133","Gloria","1976-10-3 12:00:00",36.2,-46.9,"tropical storm","0",40,999
"134","Gloria","1976-10-3 18:00:00",35.8,-45.8,"tropical storm","0",40,1001
"135","Gloria","1976-10-4 0:00:00",35.7,-44.6,"tropical storm","0",35,1002
"136","Gloria","1976-10-4 6:00:00",36,-43,"tropical depression","-1",30,1003
"137","Gloria","1976-10-4 12:00:00",36.5,-41.4,"tropical depression","-1",30,1005
"138","Gloria","1976-10-4 18:00:00",37.4,-38.7,"tropical depression","-1",30,1006
"139","Anita","1977-8-29 12:00:00",26.9,-88.4,"tropical depression","-1",20,1012
"140","Anita","1977-8-29 18:00:00",27,-88.9,"tropical depression","-1",25,1010
"141","Anita","1977-8-30 0:00:00",26.9,-89.4,"tropical depression","-1",30,1009
"142","Anita","1977-8-30 6:00:00",26.8,-89.8,"tropical storm","0",40,1006
"143","Anita","1977-8-30 12:00:00",26.7,-90.3,"tropical storm","0",50,1003
"144","Anita","1977-8-30 18:00:00",26.5,-90.6,"hurricane","1",65,997
"145","Anita","1977-8-31 0:00:00",26.4,-91,"hurricane","1",70,991
"146","Anita","1977-8-31 6:00:00",26.3,-91.4,"hurricane","1",75,988
"147","Anita","1977-8-31 12:00:00",26.2,-91.8,"hurricane","1",75,986
"148","Anita","1977-8-31 18:00:00",26.1,-92.3,"hurricane","1",80,985
"149","Anita","1977-9-1 0:00:00",25.9,-92.8,"hurricane","1",80,979
"150","Anita","1977-9-1 6:00:00",25.8,-93.7,"hurricane","2",85,972
"151","Anita","1977-9-1 12:00:00",25.5,-94.7,"hurricane","2",90,963
"152","Anita","1977-9-1 18:00:00",25.2,-95.5,"hurricane","3",110,945
"153","Anita","1977-9-2 0:00:00",24.6,-96.2,"hurricane","5",140,931
"154","Anita","1977-9-2 6:00:00",24.2,-97.1,"hurricane","5",150,926
"155","Anita","1977-9-2 12:00:00",23.7,-98,"hurricane","4",120,940
"156","Anita","1977-9-2 18:00:00",23.1,-99.2,"hurricane","1",70,978
"157","Anita","1977-9-3 0:00:00",22.5,-101,"tropical storm","0",40,998
"158","Anita","1977-9-3 6:00:00",22,-103,"tropical depression","-1",25,1011
"159","Clara","1977-9-5 12:00:00",32.8,-80,"tropical depression","-1",20,1015
"160","Clara","1977-9-5 18:00:00",33.2,-79,"tropical depression","-1",20,1014
"161","Clara","1977-9-6 0:00:00",33.6,-78.2,"tropical depression","-1",20,1013
"162","Clara","1977-9-6 6:00:00",33.8,-77.6,"tropical depression","-1",25,1012
"163","Clara","1977-9-6 12:00:00",34,-77,"tropical depression","-1",25,1011
"164","Clara","1977-9-6 18:00:00",34.2,-76.4,"tropical depression","-1",25,1010
"165","Clara","1977-9-7 0:00:00",34.4,-75.8,"tropical depression","-1",30,1010
"166","Clara","1977-9-7 6:00:00",34.6,-75,"tropical depression","-1",30,1010
"167","Clara","1977-9-7 12:00:00",34.7,-74.3,"tropical depression","-1",30,1010
"168","Clara","1977-9-7 18:00:00",34.9,-73,"tropical depression","-1",30,1010
"169","Clara","1977-9-8 0:00:00",35.1,-71.7,"tropical storm","0",35,1006
"170","Clara","1977-9-8 6:00:00",35.3,-69.7,"tropical storm","0",45,1001
"171","Clara","1977-9-8 12:00:00",35.5,-67.7,"hurricane","1",65,993
"172","Clara","1977-9-8 18:00:00",35.6,-66.2,"hurricane","1",65,994
"173","Clara","1977-9-9 0:00:00",35.5,-64.6,"hurricane","1",65,998
"174","Clara","1977-9-9 6:00:00",34.8,-63.5,"tropical storm","0",60,1000
"175","Clara","1977-9-9 12:00:00",34,-62.8,"tropical storm","0",55,999
"176","Clara","1977-9-9 18:00:00",33.4,-62.8,"tropical storm","0",50,1001
"177","Clara","1977-9-10 0:00:00",32.8,-63.2,"tropical storm","0",45,1000
"178","Clara","1977-9-10 6:00:00",32.8,-63.6,"tropical storm","0",40,1000
"179","Clara","1977-9-10 12:00:00",33,-63.8,"tropical storm","0",45,1001
"180","Clara","1977-9-10 18:00:00",33.5,-63.7,"tropical storm","0",45,1001
"181","Clara","1977-9-11 0:00:00",34.2,-63.2,"tropical storm","0",45,1002
"182","Clara","1977-9-11 6:00:00",34.8,-62.5,"tropical storm","0",45,1002
"183","Evelyn","1977-10-13 18:00:00",26.9,-62.9,"tropical depression","-1",30,1010
"184","Evelyn","1977-10-14 0:00:00",29,-64,"tropical depression","-1",30,1008
"185","Evelyn","1977-10-14 6:00:00",30.9,-64.9,"tropical storm","0",35,1005
"186","Evelyn","1977-10-14 12:00:00",33,-64.9,"tropical storm","0",40,1002
"187","Evelyn","1977-10-14 18:00:00",35.9,-64.4,"tropical storm","0",50,999
"188","Evelyn","1977-10-15 0:00:00",39.2,-63.3,"hurricane","1",65,994
"189","Evelyn","1977-10-15 6:00:00",42.4,-61.5,"hurricane","1",70,996
"190","Evelyn","1977-10-15 12:00:00",45.5,-60.1,"hurricane","1",70,998
"191","Evelyn","1977-10-15 18:00:00",47.4,-59.2,"hurricane","1",70,999
"192","Amelia","1978-7-30 18:00:00",25.7,-97,"tropical depression","-1",30,1006
"193","Amelia","1978-7-31 0:00:00",26.4,-97.4,"tropical storm","0",45,1005
"194","Amelia","1978-7-31 6:00:00",27.2,-97.8,"tropical storm","0",40,1007
"195","Amelia","1978-7-31 12:00:00",28,-98.2,"tropical storm","0",35,1008
"196","Amelia","1978-7-31 18:00:00",28.6,-98.7,"tropical depression","-1",30,1010
"197","Amelia","1978-8-1 0:00:00",29.3,-99.2,"tropical depression","-1",25,1010
"198","Bess","1978-8-5 12:00:00",25.3,-90.4,"tropical depression","-1",20,1012
"199","Bess","1978-8-5 18:00:00",25.1,-91,"tropical depression","-1",20,1012
"200","Bess","1978-8-6 0:00:00",24.8,-91.8,"tropical depression","-1",25,1011
"201","Bess","1978-8-6 6:00:00",24.5,-92.5,"tropical depression","-1",30,1010
"202","Bess","1978-8-6 12:00:00",24.2,-93.3,"tropical depression","-1",30,1009
"203","Bess","1978-8-6 18:00:00",23.9,-94,"tropical storm","0",35,1008
"204","Bess","1978-8-7 0:00:00",23.3,-95,"tropical storm","0",40,1007
"205","Bess","1978-8-7 6:00:00",22.8,-95.7,"tropical storm","0",40,1006
"206","Bess","1978-8-7 12:00:00",22.2,-96.2,"tropical storm","0",40,1005
"207","Bess","1978-8-7 18:00:00",21.6,-96.6,"tropical storm","0",45,1006
"208","Bess","1978-8-8 0:00:00",21.1,-96.8,"tropical storm","0",45,1007
"209","Bess","1978-8-8 6:00:00",20.4,-96.9,"tropical storm","0",40,1008
"210","Bess","1978-8-8 12:00:00",20,-97,"tropical depression","-1",25,1010
"211","Cora","1978-8-7 12:00:00",13,-35,"tropical depression","-1",25,1010
"212","Cora","1978-8-7 18:00:00",13.4,-36.2,"tropical depression","-1",25,1010
"213","Cora","1978-8-8 0:00:00",13.8,-37.8,"tropical depression","-1",25,1009
"214","Cora","1978-8-8 6:00:00",13.9,-39.6,"tropical depression","-1",30,1008
"215","Cora","1978-8-8 12:00:00",14,-41.5,"tropical storm","0",50,1003
"216","Cora","1978-8-8 18:00:00",14,-43.2,"hurricane","1",65,990
"217","Cora","1978-8-9 0:00:00",14,-44.9,"hurricane","1",80,980
"218","Cora","1978-8-9 6:00:00",13.9,-46.8,"hurricane","1",80,980
"219","Cora","1978-8-9 12:00:00",13.6,-48.6,"hurricane","1",70,988
"220","Cora","1978-8-9 18:00:00",13.2,-50.6,"hurricane","1",65,998
"221","Cora","1978-8-10 0:00:00",12.8,-52.8,"tropical storm","0",60,1006
"222","Cora","1978-8-10 6:00:00",12.4,-54.8,"tropical storm","0",55,1007
"223","Cora","1978-8-10 12:00:00",12.2,-56.8,"tropical storm","0",55,1007
"224","Cora","1978-8-10 18:00:00",12.1,-58.8,"tropical storm","0",50,1008
"225","Cora","1978-8-11 0:00:00",12,-60.9,"tropical storm","0",45,1008
"226","Cora","1978-8-11 6:00:00",12,-62.8,"tropical storm","0",35,1008
"227","Cora","1978-8-11 12:00:00",12.1,-64.8,"tropical depression","-1",30,1008
"228","Cora","1978-8-11 18:00:00",12.1,-66.8,"tropical depression","-1",30,1009
"229","Cora","1978-8-12 0:00:00",12.2,-68.8,"tropical depression","-1",30,1010
"230","Juliet","1978-10-7 18:00:00",18,-55.6,"tropical depression","-1",25,1011
"231","Juliet","1978-10-8 0:00:00",18.3,-56.6,"tropical depression","-1",30,1010
"232","Juliet","1978-10-8 6:00:00",18.6,-57.7,"tropical depression","-1",30,1009
"233","Juliet","1978-10-8 12:00:00",18.8,-58.7,"tropical storm","0",35,1008
"234","Juliet","1978-10-8 18:00:00",19,-59.8,"tropical storm","0",40,1007
"235","Juliet","1978-10-9 0:00:00",19.3,-60.9,"tropical storm","0",45,1006
"236","Juliet","1978-10-9 6:00:00",19.7,-62,"tropical storm","0",45,1006
"237","Juliet","1978-10-9 12:00:00",19.9,-63,"tropical storm","0",45,1006
"238","Juliet","1978-10-9 18:00:00",20.3,-64.2,"tropical storm","0",45,1006
"239","Juliet","1978-10-10 0:00:00",20.9,-65.4,"tropical storm","0",45,1006
"240","Juliet","1978-10-10 6:00:00",21.7,-67,"tropical storm","0",45,1006
"241","Juliet","1978-10-10 12:00:00",22.8,-68.8,"tropical storm","0",45,1006
"242","Juliet","1978-10-10 18:00:00",24.3,-70.1,"tropical storm","0",45,1006
"243","Juliet","1978-10-11 0:00:00",26.2,-70.9,"tropical storm","0",45,1006
"244","Juliet","1978-10-11 6:00:00",28.3,-71,"tropical storm","0",40,1006
"245","Juliet","1978-10-11 12:00:00",30.2,-69.9,"tropical storm","0",35,1006
"246","Ana","1979-6-19 12:00:00",10,-45,"tropical depression","-1",25,1011
"247","Ana","1979-6-19 18:00:00",10.2,-46,"tropical depression","-1",25,1011
"248","Ana","1979-6-20 0:00:00",10.5,-47,"tropical depression","-1",25,1010
"249","Ana","1979-6-20 6:00:00",10.9,-48.1,"tropical depression","-1",25,1010
"250","Ana","1979-6-20 12:00:00",11.3,-49.2,"tropical depression","-1",25,1010
"251","Ana","1979-6-20 18:00:00",11.8,-50.2,"tropical depression","-1",25,1009
"252","Ana","1979-6-21 0:00:00",12.3,-51.1,"tropical depression","-1",30,1009
"253","Ana","1979-6-21 6:00:00",12.9,-51.9,"tropical depression","-1",30,1008
"254","Ana","1979-6-21 12:00:00",13.5,-52.7,"tropical depression","-1",30,1008
"255","Ana","1979-6-21 18:00:00",13.9,-53.5,"tropical depression","-1",30,1007
"256","Ana","1979-6-22 0:00:00",14.2,-54.7,"tropical storm","0",35,1007
"257","Ana","1979-6-22 6:00:00",14.2,-55.8,"tropical storm","0",40,1005
"258","Ana","1979-6-22 12:00:00",14.2,-56.9,"tropical storm","0",50,1006
"259","Ana","1979-6-22 18:00:00",14.1,-58.3,"tropical storm","0",40,1008
"260","Ana","1979-6-23 0:00:00",14.1,-59.8,"tropical storm","0",35,1010
"261","Ana","1979-6-23 6:00:00",14,-61.3,"tropical depression","-1",30,1012
"262","Ana","1979-6-23 12:00:00",14,-62.8,"tropical depression","-1",25,1012
"263","Ana","1979-6-23 18:00:00",14,-64.5,"tropical depression","-1",25,1012
"264","Ana","1979-6-24 0:00:00",14,-66.2,"tropical depression","-1",25,1012
"265","Bob","1979-7-9 12:00:00",22,-96,"tropical depression","-1",20,1012
"266","Bob","1979-7-9 18:00:00",22.5,-95.3,"tropical depression","-1",25,1010
"267","Bob","1979-7-10 0:00:00",23,-94.6,"tropical depression","-1",30,1007
"268","Bob","1979-7-10 6:00:00",23.5,-93.8,"tropical storm","0",35,1004
"269","Bob","1979-7-10 12:00:00",24,-93,"tropical storm","0",50,998
"270","Bob","1979-7-10 18:00:00",25,-92.3,"tropical storm","0",55,996
"271","Bob","1979-7-11 0:00:00",26.2,-91.6,"hurricane","1",65,988
"272","Bob","1979-7-11 6:00:00",27.8,-91.1,"hurricane","1",65,991
"273","Bob","1979-7-11 12:00:00",29.1,-90.6,"hurricane","1",65,986
"274","Bob","1979-7-11 18:00:00",31,-90.2,"tropical storm","0",40,992
"275","Bob","1979-7-12 0:00:00",32.5,-89.9,"tropical depression","-1",30,998
"276","Bob","1979-7-12 6:00:00",34,-89.7,"tropical depression","-1",25,1002
"277","Bob","1979-7-12 12:00:00",35.9,-89.1,"tropical depression","-1",25,1004
"278","Bob","1979-7-12 18:00:00",37.2,-87.8,"tropical depression","-1",25,1006
"279","Bob","1979-7-13 0:00:00",38.5,-86.5,"tropical depression","-1",25,1006
"280","Bob","1979-7-13 6:00:00",38.8,-85.3,"tropical depression","-1",25,1006
"281","Bob","1979-7-13 12:00:00",39,-84,"tropical depression","-1",25,1007
"282","Bob","1979-7-13 18:00:00",39,-82.7,"tropical depression","-1",25,1008
"283","Bob","1979-7-14 0:00:00",39,-81.3,"tropical depression","-1",20,1009
"284","Bob","1979-7-14 6:00:00",38.7,-80.1,"tropical depression","-1",20,1009
"285","Bob","1979-7-14 12:00:00",38.3,-78.8,"tropical depression","-1",20,1010
"286","Bob","1979-7-14 18:00:00",37.9,-77.7,"tropical depression","-1",20,1010
"287","Bob","1979-7-15 0:00:00",37.5,-76.5,"tropical depression","-1",20,1011
"288","Bob","1979-7-15 6:00:00",36.8,-76.3,"tropical depression","-1",20,1011
"289","Bob","1979-7-15 12:00:00",36,-76,"tropical depression","-1",20,1012
"290","Bob","1979-7-15 18:00:00",35,-76.3,"tropical depression","-1",20,1012
"291","Bob","1979-7-16 0:00:00",34,-76.5,"tropical depression","-1",20,1013
"292","Bob","1979-7-16 6:00:00",33.5,-75.8,"tropical depression","-1",20,1013
"293","Bob","1979-7-16 12:00:00",33,-75,"tropical depression","-1",20,1014
"294","Claudette","1979-7-15 12:00:00",12.5,-46.3,"tropical depression","-1",20,1014
"295","Claudette","1979-7-15 18:00:00",12.8,-48.4,"tropical depression","-1",20,1014
"296","Claudette","1979-7-16 0:00:00",13.4,-50.4,"tropical depression","-1",25,1012
"297","Claudette","1979-7-16 6:00:00",14.6,-52.1,"tropical depression","-1",25,1012
"298","Claudette","1979-7-16 12:00:00",15.7,-53.8,"tropical depression","-1",30,1011
"299","Claudette","1979-7-16 18:00:00",16.5,-55.5,"tropical depression","-1",30,1011
"300","Claudette","1979-7-17 0:00:00",17,-57.2,"tropical depression","-1",30,1011
"301","Claudette","1979-7-17 6:00:00",17.5,-58.8,"tropical depression","-1",30,1011
"302","Claudette","1979-7-17 12:00:00",17.8,-60.3,"tropical storm","0",35,1011
"303","Claudette","1979-7-17 18:00:00",18,-62.1,"tropical storm","0",40,1010
"304","Claudette","1979-7-18 0:00:00",18.2,-63.8,"tropical storm","0",35,1010
"305","Claudette","1979-7-18 6:00:00",18.3,-65.4,"tropical depression","-1",30,1011
"306","Claudette","1979-7-18 12:00:00",18.4,-67,"tropical depression","-1",30,1011
"307","Claudette","1979-7-18 18:00:00",18.5,-68.5,"tropical depression","-1",25,1012
"308","Claudette","1979-7-19 0:00:00",18.7,-69.5,"tropical depression","-1",20,1012
"309","Claudette","1979-7-19 6:00:00",18.8,-70.5,"tropical depression","-1",20,1012
"310","Claudette","1979-7-19 12:00:00",18.8,-71.4,"tropical depression","-1",20,1012
"311","Claudette","1979-7-19 18:00:00",19,-72.4,"tropical depression","-1",20,1012
"312","Claudette","1979-7-20 0:00:00",19,-73.3,"tropical depression","-1",20,1013
"313","Claudette","1979-7-20 6:00:00",19.2,-74.7,"tropical depression","-1",20,1013
"314","Claudette","1979-7-20 12:00:00",19.5,-76.7,"tropical depression","-1",20,1013
"315","Claudette","1979-7-20 18:00:00",20,-78.7,"tropical depression","-1",20,1013
"316","Claudette","1979-7-21 0:00:00",20.6,-80.4,"tropical depression","-1",20,1013
"317","Claudette","1979-7-21 6:00:00",21.4,-82.2,"tropical depression","-1",25,1013
"318","Claudette","1979-7-21 12:00:00",22.1,-83.5,"tropical depression","-1",30,1012
"319","Claudette","1979-7-21 18:00:00",22.8,-85,"tropical depression","-1",30,1010
"320","Claudette","1979-7-22 0:00:00",23.5,-86.5,"tropical depression","-1",30,1007
"321","Claudette","1979-7-22 6:00:00",24,-87.4,"tropical depression","-1",30,1007
"322","Claudette","1979-7-22 12:00:00",24.5,-88.5,"tropical depression","-1",30,1007
"323","Claudette","1979-7-22 18:00:00",25,-89.5,"tropical depression","-1",30,1006
"324","Claudette","1979-7-23 0:00:00",25.4,-90.5,"tropical depression","-1",30,1005
"325","Claudette","1979-7-23 6:00:00",25.9,-91.4,"tropical depression","-1",30,1004
"326","Claudette","1979-7-23 12:00:00",26.4,-92.4,"tropical storm","0",35,1003
"327","Claudette","1979-7-23 18:00:00",26.9,-92.9,"tropical storm","0",35,1003
